Experiment_ID,Num_Features,Optimal_Threshold,Macro_F05,Macro_Precision,Macro_Recall,Singleton_Accuracy,Pair_Precision,Pair_Recall
Exp_A_Name_Only,12,0.4,0.6923471151696564,0.7391516513383604,0.6535089947089947,0.5374149659863946,0.6988716502115656,0.6616118264186933
Exp_B_Address_Only,11,0.4,0.7509449887945542,0.8067093489964585,0.6873309523809524,0.7551020408163265,0.753490813648294,0.6845016690510253
Exp_C_Name_Address,23,0.6,0.8484640874345376,0.9041137566137566,0.7488013227513227,0.891156462585034,0.962926347009392,0.7431568907963758
Exp_D_Name_Address_Country,26,0.5,0.850459077978331,0.8976187830687832,0.7685997354497355,0.8435374149659864,0.9482941801440208,0.7661421077730091
Exp_E_Name_Addr_Country_Blocking,27,0.6,0.850255497918299,0.9052928571428571,0.7518441798941798,0.8979591836734694,0.9622339771189569,0.7460181211254172
Exp_F_Full_Model,27,0.6,0.850255497918299,0.9052928571428571,0.7518441798941798,0.8979591836734694,0.9622339771189569,0.7460181211254172
